,Name,Ground,Mat,Inns,O,M,R,W,4w,Best,Avg,S/R,E/R,BowlingScore
2397,Mohammed Siraj,Rajiv Gandhi International Stadium ,8,8,31.0,0,214,12,1,4/17,17.83,15.5,6.9,1.5411384538901318
2398,Mohammed Siraj,Sawai Mansingh Stadium ,5,5,16.0,0,127,4,0,1/10,31.75,24.0,7.94,0.31402103940964043
2399,Mohammed Siraj,Sharjah Cricket Stadium ,6,6,18.0,0,155,3,0,2/19,51.67,36.0,8.61,0.15579559617781472
2400,Mohammed Siraj,Sheikh Zayed Stadium ,6,6,19.1,2,122,8,0,3/8,15.25,14.38,6.37,1.1111111111111112
2401,Mohammed Siraj,Wankhede Stadium ,10,10,34.0,0,312,7,0,3/27,44.57,29.14,9.18,0.42224635058511273
2402,Mohsin Khan,Arun Jaitley Stadium ,1,1,4.0,0,29,0,0,0/29,0.0,0.0,7.25,0.0
2404,Mohsin Khan,BRSABV Ekana Cricket Stadium ,7,6,21.0,0,213,6,0,2/34,35.5,21.0,10.14,0.4501800720288115
2406,Mohsin Khan,Eden Gardens ,3,3,9.0,0,69,3,0,2/29,23.0,18.0,7.67,0.3081980686254366
2407,Mohsin Khan,MA Chidambaram Stadium ,2,2,7.0,0,74,2,0,1/24,37.0,21.0,10.57,0.14583637159107482
2409,Mohsin Khan,Narendra Modi Stadium ,1,1,3.0,0,42,1,0,1/42,42.0,18.0,14.0,0.06756756756756757
2410,Mohsin Khan,Sawai Mansingh Stadium ,1,1,4.0,0,45,1,0,1/45,45.0,24.0,11.25,0.06230529595015576
2411,Mohsin Khan,Wankhede Stadium ,4,4,14.0,0,106,6,1,4/16,17.67,14.0,7.57,0.8154943934760448
2412,Monu Kumar,Dubai International Cricket Stadium ,1,1,2.0,0,20,0,0,0/20,0.0,0.0,10.0,0.0
2413,Ronit More,Eden Gardens ,1,1,3.5,0,31,1,0,1/31,31.0,23.0,8.09,0.08052826542116283
2414,Ronit More,Rajiv Gandhi International Stadium ,1,1,2.0,0,28,0,0,0/28,0.0,0.0,14.0,0.0
2415,Albie Morkel,Arun Jaitley Stadium ,5,5,15.0,0,124,4,0,2/35,31.0,22.5,8.27,0.32378177108628786
2420,Albie Morkel,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,2.0,0,20,0,0,0/20,0.0,0.0,10.0,0.0
2421,Albie Morkel,Dubai International Cricket Stadium ,2,2,5.0,0,47,1,0,1/23,47.0,30.0,9.4,0.057870370370370364
2422,Albie Morkel,Eden Gardens ,6,6,18.0,1,118,4,0,2/12,29.5,27.0,6.56,0.3171582619727244
2423,Albie Morkel,Himachal Pradesh Cricket Association Stadium ,2,2,7.3,0,76,2,0,1/28,38.0,22.5,10.13,0.14158289678606825
2425,Albie Morkel,M Chinnaswamy Stadium ,7,6,20.0,0,153,6,0,2/31,25.5,20.0,7.65,0.5644402634054563
2426,Albie Morkel,MA Chidambaram Stadium ,31,29,106.4,0,852,36,1,4/32,23.67,17.78,7.99,3.681229773462783
2428,Albie Morkel,Narendra Modi Stadium ,1,1,4.0,0,46,2,0,2/46,23.0,12.0,11.5,0.21505376344086022
2430,Albie Morkel,Punjab Cricket Association IS Bindra Stadium ,1,1,3.0,0,38,1,0,1/38,38.0,18.0,12.67,0.072811999417504
2431,Albie Morkel,Rajiv Gandhi International Stadium ,1,1,4.0,0,37,2,0,2/37,18.5,12.0,9.25,0.25157232704402516
2432,Albie Morkel,Sawai Mansingh Stadium ,3,3,7.0,0,50,1,0,1/21,50.0,42.0,7.14,0.05043373007867662
2434,Albie Morkel,Sharjah Cricket Stadium ,2,2,5.0,0,39,2,0,1/18,19.5,15.0,7.8,0.2364066193853428
2438,Albie Morkel,Wankhede Stadium ,5,5,18.0,1,164,3,0,2/27,54.67,36.0,9.11,0.15033072760072158
2439,Morne Morkel,Arun Jaitley Stadium ,18,18,71.0,0,559,25,0,3/23,22.36,17.04,7.87,2.6443833298074892
2443,Morne Morkel,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,4.0,0,31,2,0,2/31,15.5,12.0,7.75,0.28368794326241137
2444,Morne Morkel,Dubai International Cricket Stadium ,1,1,4.0,0,41,2,0,2/41,20.5,12.0,10.25,0.23391812865497075
2445,Morne Morkel,Eden Gardens ,10,10,36.0,2,254,10,0,3/18,25.4,21.6,7.06,0.9248982611912689
2447,Morne Morkel,Himachal Pradesh Cricket Association Stadium ,3,3,12.0,0,64,6,1,4/20,10.67,12.0,5.33,1.1428571428571428
2448,Morne Morkel,M Chinnaswamy Stadium ,5,5,19.0,0,164,5,0,2/28,32.8,22.8,8.63,0.38922621827806325
2449,Morne Morkel,MA Chidambaram Stadium ,1,1,4.0,0,31,0,0,0/31,0.0,0.0,7.75,0.0
2452,Morne Morkel,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,27,2,0,2/27,13.5,12.0,6.75,0.31007751937984496
2453,Morne Morkel,Rajiv Gandhi International Stadium ,4,4,16.0,0,143,3,0,2/35,47.67,32.0,8.94,0.16928111951247038
2454,Morne Morkel,Sawai Mansingh Stadium ,3,3,12.0,0,74,2,0,1/11,37.0,36.0,6.17,0.12631047113805735
2456,Morne Morkel,Sharjah Cricket Stadium ,1,1,4.0,0,34,0,0,0/34,0.0,0.0,8.5,0.0
2457,Morne Morkel,Sheikh Zayed Stadium ,3,3,12.0,0,82,3,0,1/16,27.33,24.0,6.83,0.2579092159559835
2460,Morne Morkel,Wankhede Stadium ,4,4,16.0,1,141,5,0,2/22,28.2,19.2,8.81,0.44476071873332146
2461,Chris Morris,Arun Jaitley Stadium ,15,15,54.0,0,425,19,0,3/23,22.37,17.05,7.87,2.008881370268556
2463,Chris Morris,Dr YS Rajasekhara Reddy Cricket Stadium ,3,3,9.0,0,69,3,0,2/34,23.0,18.0,7.67,0.3081980686254366
2464,Chris Morris,Dubai International Cricket Stadium ,6,6,22.4,0,205,8,1,4/26,25.63,17.0,9.04,0.8128507838203988
2465,Chris Morris,Eden Gardens ,6,6,22.0,0,176,6,0,2/38,29.33,22.0,8.0,0.5056463846283499
2466,Chris Morris,M Chinnaswamy Stadium ,5,5,18.0,0,143,5,0,3/21,28.6,21.6,7.94,0.4299965600275198
2467,Chris Morris,MA Chidambaram Stadium ,8,8,28.0,0,247,10,0,3/19,24.7,16.8,8.82,0.9936406995230525
2469,Chris Morris,Narendra Modi Stadium ,4,4,15.0,0,110,3,0,1/19,36.67,30.0,7.33,0.20270270270270271
2470,Chris Morris,Punjab Cricket Association IS Bindra Stadium ,5,5,17.0,0,125,8,0,3/30,15.63,12.75,7.35,1.1195074167366357
2471,Chris Morris,Rajiv Gandhi International Stadium ,4,4,13.0,0,91,9,1,4/26,10.11,8.67,7.0,1.8231186966640807
2473,Chris Morris,Sawai Mansingh Stadium ,3,3,11.0,0,111,2,0,1/36,55.5,33.0,10.09,0.10143016533116948
2475,Chris Morris,Sharjah Cricket Stadium ,4,4,14.0,0,86,3,0,2/17,28.67,28.0,6.14,0.23881547524279573
2476,Chris Morris,Sheikh Zayed Stadium ,3,3,10.0,1,71,1,0,1/36,71.0,60.0,7.1,0.036205648081100654
2477,Chris Morris,Wankhede Stadium ,7,7,25.0,0,209,9,1,4/23,23.22,16.67,8.36,0.9740932642487047
2481,Wilkin Mota,Punjab Cricket Association IS Bindra Stadium ,2,1,2.0,0,24,1,0,1/24,24.0,12.0,12.0,0.10416666666666667
2482,Wilkin Mota,Sawai Mansingh Stadium ,1,1,1.0,0,12,0,0,0/12,0.0,0.0,12.0,0.0
2484,Mujeeb Ur Rahman,Arun Jaitley Stadium ,1,1,4.0,0,25,2,0,2/25,12.5,12.0,6.25,0.3252032520325203
2485,Mujeeb Ur Rahman,Dubai International Cricket Stadium ,1,1,4.0,0,39,0,0,0/39,0.0,0.0,9.75,0.0
2486,Mujeeb Ur Rahman,Eden Gardens ,1,1,4.0,0,32,1,0,1/32,32.0,24.0,8.0,0.078125
2488,Mujeeb Ur Rahman,M Chinnaswamy Stadium ,1,1,4.0,0,29,1,0,1/29,29.0,24.0,7.25,0.08298755186721991
2489,Mujeeb Ur Rahman,MA Chidambaram Stadium ,1,1,4.0,0,29,2,0,2/29,14.5,12.0,7.25,0.2962962962962963
2490,Mujeeb Ur Rahman,Narendra Modi Stadium ,1,1,2.0,0,28,1,0,1/28,28.0,12.0,14.0,0.09259259259259259
2491,Mujeeb Ur Rahman,Punjab Cricket Association IS Bindra Stadium ,6,6,22.0,0,167,3,0,2/28,55.67,44.0,7.59,0.13984710050344956
2492,Mujeeb Ur Rahman,Rajiv Gandhi International Stadium ,2,2,8.0,0,83,1,0,1/17,83.0,48.0,10.38,0.035365681143018815
2493,Mujeeb Ur Rahman,Sawai Mansingh Stadium ,2,2,8.0,0,52,4,0,2/21,13.0,12.0,6.5,0.6349206349206349
2494,Mujeeb Ur Rahman,Sheikh Zayed Stadium ,1,1,4.0,0,44,0,0,0/44,0.0,0.0,11.0,0.0
2497,Mukesh Choudhary,MA Chidambaram Stadium ,1,1,4.0,0,50,0,0,0/50,0.0,0.0,12.5,0.0
2498,Mukesh Choudhary,Maharaja Yadavindra Singh International Cricket St ,1,1,2.0,0,21,1,0,1/21,21.0,12.0,10.5,0.11494252873563218
2500,Mukesh Choudhary,Rajiv Gandhi International Stadium ,1,1,1.0,0,27,0,0,0/27,0.0,0.0,27.0,0.0
2501,Mukesh Choudhary,Wankhede Stadium ,3,3,11.0,0,87,3,0,3/23,29.0,22.0,7.91,0.2546257002206756
2502,Shams Mulani,Narendra Modi Stadium ,1,1,3.0,0,24,0,0,0/24,0.0,0.0,8.0,0.0
2503,Shams Mulani,Rajiv Gandhi International Stadium ,1,1,2.0,0,33,0,0,0/33,0.0,0.0,16.5,0.0
2504,Wiaan Mulder,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,1.0,0,16,0,0,0/16,0.0,0.0,16.0,0.0
2505,Shrikant Mundhe,Arun Jaitley Stadium ,1,1,1.0,0,6,1,0,1/6,6.0,6.0,6.0,0.2777777777777778
2506,Colin Munro,Eden Gardens ,3,2,2.0,0,15,0,0,0/7,0.0,0.0,7.5,0.0
2507,Muttiah Muralitharan,Arun Jaitley Stadium ,3,3,12.0,0,94,3,0,2/25,31.33,24.0,7.83,0.23749208359721344
2512,Muttiah Muralitharan,Eden Gardens ,4,4,14.0,0,94,2,0,1/16,47.0,42.0,6.71,0.10448229025180232
2515,Muttiah Muralitharan,M Chinnaswamy Stadium ,11,11,44.0,0,302,13,0,3/25,23.23,20.31,6.86,1.2896825396825398
2516,Muttiah Muralitharan,MA Chidambaram Stadium ,14,14,56.0,0,385,13,0,3/16,29.62,25.85,6.88,1.0425020048115476
2518,Muttiah Muralitharan,Narendra Modi Stadium ,1,1,4.0,0,34,0,0,0/34,0.0,0.0,8.5,0.0
2520,Muttiah Muralitharan,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,33,1,0,1/33,33.0,24.0,8.25,0.07662835249042145
2521,Muttiah Muralitharan,Rajiv Gandhi International Stadium ,4,4,16.0,0,96,3,0,1/18,32.0,32.0,6.0,0.21428571428571427
2522,Muttiah Muralitharan,Sawai Mansingh Stadium ,2,2,7.1,0,48,1,0,1/20,48.0,43.0,6.7,0.05117707267144319
2523,Muttiah Muralitharan,Sharjah Cricket Stadium ,1,1,2.0,0,25,0,0,0/25,0.0,0.0,12.5,0.0
2527,Muttiah Muralitharan,Wankhede Stadium ,3,3,10.0,0,63,3,0,2/24,21.0,20.0,6.3,0.31712473572938693
2528,Ali Murtaza,Arun Jaitley Stadium ,1,1,4.0,0,21,1,0,1/21,21.0,24.0,5.25,0.09950248756218906
2531,Ali Murtaza,Eden Gardens ,1,1,4.0,0,27,0,0,0/27,0.0,0.0,6.75,0.0
2533,Ali Murtaza,M Chinnaswamy Stadium ,2,2,6.0,0,71,0,0,0/26,0.0,0.0,11.83,0.0
2535,Ali Murtaza,Sawai Mansingh Stadium ,1,1,4.0,0,15,0,0,0/15,0.0,0.0,3.75,0.0
2536,Ali Murtaza,Wankhede Stadium ,1,1,4.0,0,18,2,0,2/18,9.0,12.0,4.5,0.39215686274509803
2537,Mustafizur Rahman,Arun Jaitley Stadium ,6,6,22.3,0,181,5,0,3/20,36.2,27.0,8.04,0.3509264458169567
2539,Mustafizur Rahman,BRSABV Ekana Cricket Stadium ,1,1,4.0,0,43,1,0,1/43,43.0,24.0,10.75,0.06430868167202572
2541,Mustafizur Rahman,Dr YS Rajasekhara Reddy Cricket Stadium ,3,3,11.0,0,89,4,0,3/16,22.25,16.5,8.09,0.4269854824935952
2542,Mustafizur Rahman,Dubai International Cricket Stadium ,3,3,10.3,0,76,3,0,2/20,25.33,21.0,7.24,0.2800074668657831
2543,Mustafizur Rahman,Eden Gardens ,1,1,4.0,0,32,1,0,1/32,32.0,24.0,8.0,0.078125
2544,Mustafizur Rahman,M Chinnaswamy Stadium ,3,3,11.0,0,104,3,0,2/26,34.67,22.0,9.45,0.22686025408348456
2545,Mustafizur Rahman,MA Chidambaram Stadium ,6,6,22.2,1,173,11,1,4/29,15.73,12.18,7.75,1.598429613011778
2547,Mustafizur Rahman,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,32,1,0,1/32,32.0,24.0,8.0,0.078125
2548,Mustafizur Rahman,Rajiv Gandhi International Stadium ,8,8,30.0,1,205,10,0,3/24,20.5,18.0,6.83,1.1030222810500772
2550,Mustafizur Rahman,Sawai Mansingh Stadium ,2,2,8.0,0,68,4,0,3/33,17.0,12.0,8.5,0.5333333333333333
2552,Mustafizur Rahman,Sharjah Cricket Stadium ,2,2,6.2,0,63,1,0,1/32,63.0,38.0,9.95,0.04506534474988733
2553,Mustafizur Rahman,Sheikh Zayed Stadium ,2,2,8.0,0,73,2,0,2/22,36.5,24.0,9.13,0.1436162573603332
2554,Mustafizur Rahman,Wankhede Stadium ,16,16,61.4,0,569,13,0,3/18,43.77,28.46,9.23,0.7979376381045912
2555,Domnic Muthuswami,Arun Jaitley Stadium ,3,3,6.0,0,39,3,0,2/18,13.0,12.0,6.5,0.47619047619047616
2556,Domnic Muthuswami,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,2.0,0,20,0,0,0/20,0.0,0.0,10.0,0.0
2557,Domnic Muthuswami,MA Chidambaram Stadium ,1,1,3.0,0,18,1,0,1/18,18.0,18.0,6.0,0.11904761904761904
2559,Shahbaz Nadeem,Arun Jaitley Stadium ,24,23,75.2,0,551,15,0,3/16,36.73,30.13,7.31,1.011190508291762
2561,Shahbaz Nadeem,Dr YS Rajasekhara Reddy Cricket Stadium ,1,1,4.0,0,42,0,0,0/42,0.0,0.0,10.5,0.0
2562,Shahbaz Nadeem,Dubai International Cricket Stadium ,5,5,13.0,0,99,3,0,1/8,33.0,26.0,7.62,0.22515761032722906
2563,Shahbaz Nadeem,Eden Gardens ,3,3,10.0,0,81,3,0,2/22,27.0,20.0,8.1,0.27223230490018147
2564,Shahbaz Nadeem,M Chinnaswamy Stadium ,5,4,14.0,0,92,3,0,1/13,30.67,28.0,6.57,0.22992029429797667
2565,Shahbaz Nadeem,MA Chidambaram Stadium ,2,2,8.0,0,62,1,0,1/36,62.0,48.0,7.75,0.04246284501061571
2567,Shahbaz Nadeem,Narendra Modi Stadium ,1,1,4.0,0,35,2,0,2/35,17.5,12.0,8.75,0.26143790849673204
2568,Shahbaz Nadeem,Punjab Cricket Association IS Bindra Stadium ,3,3,6.5,0,63,0,0,0/9,0.0,0.0,9.22,0.0
2569,Shahbaz Nadeem,Rajiv Gandhi International Stadium ,5,5,15.0,0,136,2,0,1/24,68.0,45.0,9.07,0.08192020971573688
2571,Shahbaz Nadeem,Sawai Mansingh Stadium ,3,3,12.0,0,92,2,0,2/34,46.0,36.0,7.67,0.11152001784320285
2573,Shahbaz Nadeem,Sharjah Cricket Stadium ,4,4,14.4,0,105,4,0,2/19,26.25,22.0,7.16,0.36094567767550984
2574,Shahbaz Nadeem,Sheikh Zayed Stadium ,3,3,11.0,0,107,2,0,1/29,53.5,33.0,9.73,0.1039176971838304
2575,Shahbaz Nadeem,Wankhede Stadium ,5,5,17.0,0,120,4,0,2/16,30.0,25.5,7.06,0.319693094629156
2576,Yogesh Nagar,Arun Jaitley Stadium ,12,5,5.0,0,57,1,0,1/3,57.0,30.0,11.4,0.0508130081300813
2578,Yogesh Nagar,Rajiv Gandhi International Stadium ,2,1,1.0,0,20,0,0,0/20,0.0,0.0,20.0,0.0
2581,Kamlesh Nagarkoti,Dubai International Cricket Stadium ,3,3,9.0,0,71,3,0,2/13,23.67,18.0,7.89,0.3026634382566586
2582,Kamlesh Nagarkoti,Sharjah Cricket Stadium ,3,2,7.0,0,71,1,0,1/35,71.0,42.0,10.14,0.04060419035244437
2583,Kamlesh Nagarkoti,Sheikh Zayed Stadium ,4,4,10.0,0,89,1,0,1/21,89.0,60.0,8.9,0.031665611146295125
2584,Kamlesh Nagarkoti,Wankhede Stadium ,1,1,2.0,0,25,0,0,0/25,0.0,0.0,12.5,0.0
2586,Darshan Nalkande,BRSABV Ekana Cricket Stadium ,1,1,2.0,0,21,2,0,2/21,10.5,6.0,10.5,0.37037037037037035
2588,Darshan Nalkande,MA Chidambaram Stadium ,1,1,4.0,0,44,1,0,1/44,44.0,24.0,11.0,0.06329113924050633
2589,Darshan Nalkande,Narendra Modi Stadium ,2,2,2.5,0,24,1,0,1/6,24.0,17.0,8.47,0.10107135637760259
2590,Naman Dhir,MA Chidambaram Stadium ,1,1,3.0,0,12,0,0,0/12,0.0,0.0,4.0,0.0
2591,Naman Dhir,Maharaja Yadavindra Singh International Cricket St ,1,1,1.0,0,9,0,0,0/9,0.0,0.0,9.0,0.0
2592,Naman Dhir,Narendra Modi Stadium ,3,1,1.0,0,13,0,0,0/13,0.0,0.0,13.0,0.0
2593,Naman Dhir,Wankhede Stadium ,11,2,3.4,0,42,0,0,0/17,0.0,0.0,11.45,0.0
2596,Dirk Nannes,Arun Jaitley Stadium ,4,4,15.1,0,90,2,0,1/15,45.0,45.5,5.93,0.10370216737529814
2600,Dirk Nannes,M Chinnaswamy Stadium ,2,2,5.0,1,31,1,0,1/0,31.0,30.0,6.2,0.0744047619047619
2601,Dirk Nannes,MA Chidambaram Stadium ,5,5,19.0,0,166,3,0,1/18,55.33,38.0,8.74,0.14695797002057412
2605,Dirk Nannes,Punjab Cricket Association IS Bindra Stadium ,2,2,7.5,0,29,4,0,2/12,7.25,11.75,3.7,0.881057268722467
2610,Sunil Narine,Arun Jaitley Stadium ,10,10,38.0,0,318,11,0,3/29,28.91,20.73,8.37,0.9481123944147561
2613,Sunil Narine,BRSABV Ekana Cricket Stadium ,1,1,4.0,0,22,1,0,1/22,22.0,24.0,5.5,0.0970873786407767
2615,Sunil Narine,Dr YS Rajasekhara Reddy Cricket Stadium ,2,2,8.0,0,67,1,0,1/29,67.0,48.0,8.38,0.04052520667855406
2616,Sunil Narine,Dubai International Cricket Stadium ,7,7,28.0,0,190,5,0,2/26,38.0,33.6,6.79,0.31891822936599057
2617,Sunil Narine,Eden Gardens ,66,65,247.4,2,1618,72,4,5/19,22.47,20.64,6.53,7.413376309427881
2621,Sunil Narine,M Chinnaswamy Stadium ,10,10,40.0,0,327,5,0,2/29,65.4,48.0,8.18,0.2056259253166639
2622,Sunil Narine,MA Chidambaram Stadium ,9,9,35.2,0,211,12,0,3/13,17.58,17.67,5.97,1.455604075691412
2623,Sunil Narine,Maharaja Yadavindra Singh International Cricket St ,1,1,3.0,0,14,2,0,2/14,7.0,9.0,4.67,0.4837929366231253
2625,Sunil Narine,Narendra Modi Stadium ,5,5,20.0,0,159,8,0,3/33,19.88,15.0,7.95,0.9339248190520664
2626,Sunil Narine,Punjab Cricket Association IS Bindra Stadium ,6,6,24.0,0,175,9,0,3/33,19.44,16.0,7.29,1.0531242686637023
2627,Sunil Narine,Rajiv Gandhi International Stadium ,7,7,25.0,1,168,2,0,1/21,84.0,75.0,6.72,0.06034274680183442
2629,Sunil Narine,Sawai Mansingh Stadium ,4,4,16.0,0,127,2,0,2/28,63.5,48.0,7.94,0.08372404554588078
2631,Sunil Narine,Sharjah Cricket Stadium ,7,7,26.0,0,166,7,1,4/21,23.71,22.29,6.38,0.7063764795723558
2632,Sunil Narine,Sheikh Zayed Stadium ,11,11,44.0,0,302,15,1,4/20,20.13,17.6,6.86,1.726844583987441
2633,Sunil Narine,Wankhede Stadium ,16,16,61.1,0,419,15,1,4/15,27.93,24.47,6.85,1.2995780590717299
2634,Sumit Narwal,Arun Jaitley Stadium ,1,1,4.0,0,36,3,0,3/36,12.0,8.0,9.0,0.5172413793103449
2635,Sumit Narwal,Eden Gardens ,1,1,2.0,0,17,0,0,0/17,0.0,0.0,8.5,0.0
2636,Sumit Narwal,M Chinnaswamy Stadium ,1,1,2.4,0,24,0,0,0/24,0.0,0.0,9.0,0.0
2637,Sumit Narwal,MA Chidambaram Stadium ,1,1,2.0,0,41,0,0,0/41,0.0,0.0,20.5,0.0
2638,Sumit Narwal,Narendra Modi Stadium ,2,2,7.0,0,84,2,0,2/35,42.0,21.0,12.0,0.13333333333333333
2639,Thangarasu Natarajan,Arun Jaitley Stadium ,3,3,11.0,1,102,5,1,4/19,20.4,13.2,9.27,0.6298110566829952
2641,Thangarasu Natarajan,BRSABV Ekana Cricket Stadium ,1,1,3.0,0,23,0,0,0/23,0.0,0.0,7.67,0.0
2643,Thangarasu Natarajan,Dubai International Cricket Stadium ,8,8,31.5,1,269,9,0,2/24,29.89,21.22,8.45,0.7555406312961719
2644,Thangarasu Natarajan,Eden Gardens ,2,2,8.0,0,86,4,0,3/32,21.5,12.0,10.75,0.4519774011299435
2646,Thangarasu Natarajan,M Chinnaswamy Stadium ,2,2,5.0,0,62,1,0,1/47,62.0,30.0,12.4,0.047892720306513405
2647,Thangarasu Natarajan,MA Chidambaram Stadium ,5,5,17.0,0,154,4,0,1/13,38.5,25.5,9.06,0.27374760470845877
2648,Thangarasu Natarajan,Maharaja Yadavindra Singh International Cricket St ,1,1,4.0,0,33,1,0,1/33,33.0,24.0,8.25,0.07662835249042145
2650,Thangarasu Natarajan,Narendra Modi Stadium ,2,2,7.0,0,56,2,0,1/22,28.0,21.0,8.0,0.17543859649122806
2651,Thangarasu Natarajan,Punjab Cricket Association IS Bindra Stadium ,2,2,4.4,0,39,1,0,1/32,39.0,28.0,8.36,0.06634819532908705
2652,Thangarasu Natarajan,Rajiv Gandhi International Stadium ,13,12,46.0,0,425,14,0,2/23,30.36,19.71,9.24,1.1802394199966277
2654,Thangarasu Natarajan,Sawai Mansingh Stadium ,1,1,4.0,0,36,0,0,0/36,0.0,0.0,9.0,0.0
2655,Thangarasu Natarajan,Sharjah Cricket Stadium ,3,3,12.0,0,78,1,0,1/11,78.0,72.0,6.5,0.03194888178913738
2656,Thangarasu Natarajan,Sheikh Zayed Stadium ,5,5,19.0,0,157,6,0,2/33,26.17,19.0,8.26,0.5614823133071308
2657,Thangarasu Natarajan,Wankhede Stadium ,3,3,11.2,0,134,0,0,0/31,0.0,0.0,11.82,0.0
2658,Naveen-ul-Haq,Arun Jaitley Stadium ,1,1,4.0,0,51,2,0,2/51,25.5,12.0,12.75,0.19900497512437812
2659,Naveen-ul-Haq,BRSABV Ekana Cricket Stadium ,9,8,30.5,0,254,10,0,3/30,25.4,18.5,8.24,0.9589566551591868
2660,Naveen-ul-Haq,Eden Gardens ,1,1,4.0,0,46,0,0,0/46,0.0,0.0,11.5,0.0
2661,Naveen-ul-Haq,M Chinnaswamy Stadium ,1,1,3.4,0,25,2,0,2/25,12.5,11.0,6.82,0.32981530343007914
2662,Naveen-ul-Haq,MA Chidambaram Stadium ,1,1,4.0,0,38,4,1,4/38,9.5,6.0,9.5,0.88
2663,Naveen-ul-Haq,Punjab Cricket Association IS Bindra Stadium ,1,1,4.0,0,30,3,0,3/30,10.0,8.0,7.5,0.5882352941176471
2664,Naveen-ul-Haq,Rajiv Gandhi International Stadium ,1,1,2.0,0,37,0,0,0/37,0.0,0.0,18.5,0.0
2665,Naveen-ul-Haq,Sawai Mansingh Stadium ,2,2,8.0,0,60,2,0,2/41,30.0,24.0,7.5,0.16260162601626016
2666,Naveen-ul-Haq,Wankhede Stadium ,1,1,4.0,0,50,2,0,2/50,25.0,12.0,12.5,0.20202020202020202
2667,Abhishek Nayar,Arun Jaitley Stadium ,2,1,2.0,0,22,1,0,1/22,22.0,12.0,11.0,0.1111111111111111
2670,Abhishek Nayar,M Chinnaswamy Stadium ,4,2,2.0,0,25,0,0,0/9,0.0,0.0,12.5,0.0
2671,Abhishek Nayar,MA Chidambaram Stadium ,2,2,4.0,0,35,1,0,1/21,35.0,24.0,8.75,0.07380073800738007
2673,Abhishek Nayar,Punjab Cricket Association IS Bindra Stadium ,5,2,3.0,0,27,0,0,0/3,0.0,0.0,9.0,0.0
2674,Abhishek Nayar,Rajiv Gandhi International Stadium ,3,2,4.0,0,28,1,0,1/18,28.0,24.0,7.0,0.0847457627118644
2675,Abhishek Nayar,Sawai Mansingh Stadium ,2,1,1.0,0,4,0,0,0/4,0.0,0.0,4.0,0.0
2680,Abhishek Nayar,Wankhede Stadium ,7,1,1.0,0,10,0,0,0/10,0.0,0.0,10.0,0.0
2681,James Neesham,Arun Jaitley Stadium ,1,1,2.0,0,26,0,0,0/26,0.0,0.0,13.0,0.0
2683,James Neesham,Dubai International Cricket Stadium ,3,3,6.0,0,56,1,0,1/17,56.0,36.0,9.33,0.04934372841211882
2684,James Neesham,Punjab Cricket Association IS Bindra Stadium ,1,1,1.0,0,14,0,0,0/14,0.0,0.0,14.0,0.0
2685,James Neesham,Sharjah Cricket Stadium ,3,3,10.0,0,74,4,0,3/12,18.5,15.0,7.4,0.48899755501222497
2686,James Neesham,Sheikh Zayed Stadium ,4,4,14.0,0,135,3,0,2/28,45.0,28.0,9.64,0.18151016456921587
2687,Pawan Negi,Arun Jaitley Stadium ,8,6,11.0,0,110,4,0,3/10,27.5,16.5,10.0,0.37037037037037035
2688,Pawan Negi,Eden Gardens ,5,3,9.0,0,56,3,0,2/15,18.67,18.0,6.22,0.3497318722312893
2691,Pawan Negi,M Chinnaswamy Stadium ,13,12,28.2,0,239,11,0,2/3,21.73,15.45,8.44,1.2056115738711093
2692,Pawan Negi,MA Chidambaram Stadium ,4,4,14.0,0,121,1,0,1/33,121.0,84.0,8.64,0.023403856955626287
2694,Pawan Negi,Punjab Cricket Association IS Bindra Stadium ,2,1,4.0,0,25,2,0,2/25,12.5,12.0,6.25,0.3252032520325203
2695,Pawan Negi,Rajiv Gandhi International Stadium ,1,1,2.0,0,20,1,0,1/20,20.0,12.0,10.0,0.11904761904761904
2697,Pawan Negi,Sawai Mansingh Stadium ,2,2,8.0,0,46,4,1,4/18,11.5,12.0,5.75,0.7521367521367521
2699,Pawan Negi,Sheikh Zayed Stadium ,1,1,3.0,0,37,0,0,0/37,0.0,0.0,12.33,0.0
2700,Pawan Negi,Wankhede Stadium ,3,3,12.0,0,110,2,0,2/17,55.0,36.0,9.17,0.0998302885095338
2701,Ashish Nehra,Arun Jaitley Stadium ,6,6,20.5,0,159,6,0,2/32,26.5,20.83,7.63,0.5458515283842794
2706,Ashish Nehra,Dr YS Rajasekhara Reddy Cricket Stadium ,2,2,7.0,0,44,6,0,3/15,7.33,7.0,6.29,1.454898157129001
2707,Ashish Nehra,Eden Gardens ,5,5,16.0,0,141,2,0,1/20,70.5,48.0,8.81,0.07854842510407666
2708,Ashish Nehra,Himachal Pradesh Cricket Association Stadium ,1,1,4.0,0,38,2,0,2/38,19.0,12.0,9.5,0.24691358024691357
2711,Ashish Nehra,M Chinnaswamy Stadium ,6,6,21.1,0,170,10,1,4/10,17.0,12.7,8.03,1.3782136231115825
